name,z,gsmass
91Zr,40,84657628.31702
92Zr,40,85588558.98984
93Zr,40,86521390.08886
94Zr,40,87452736.88408
95Zr,40,88385840.377
96Zr,40,89317555.55872001
97Zr,40,90251551.83064
98Zr,40,91184700.87336
99Zr,40,92119860.06208
100Zr,40,93052598.09760001
101Zr,40,93987303.94422
102Zr,40,94920377.61063999
103Zr,40,95855644.14806001
104Zr,40,96789229.58608001
105Zr,40,97724983.0702
106Zr,40,98659221.28072
107Zr,40,99595378.70124
108Zr,40,100530008.12176001
109Zr,40,101466661.54228
110Zr,40,102401652.9628
111Zr,40,103338930.38332
112Zr,40,104274521.80384
113Zr,40,105212108.22436
79Nb,41,73535427.59432
80Nb,41,74460127.01484
81Nb,41,75383684.43536
82Nb,41,76309753.85587999
83Nb,41,77235447.1977
84Nb,41,78163360.36772001
85Nb,41,79089768.62294
86Nb,41,80018408.35136
87Nb,41,80945162.02118
88Nb,41,81874359.0646
89Nb,41,82801398.96192001
90Nb,41,83730857.29003999
91Nb,41,84658374.89526
92Nb,41,85590053.73588
93Nb,41,86520788.2859
94Nb,41,87453126.17052
95Nb,41,88384203.05914
96Nb,41,89316880.61036001
97Nb,41,90248374.73888001
98Nb,41,91181947.0274
99Nb,41,92114630.40062
100Nb,41,93048668.59524001
101Nb,41,93981062.46026
102Nb,41,94915149.78128
103Nb,41,95847913.49080001
104Nb,41,96782625.25452001
105Nb,41,97716014.81534
106Nb,41,98651221.78416
107Nb,41,99585194.76028
108Nb,41,100520867.46620001
109Nb,41,101455216.96362
110Nb,41,102391090.95344
111Nb,41,103325982.05096
112Nb,41,104262364.47148001
113Nb,41,105197706.89199999
114Nb,41,106134373.31252
115Nb,41,107069981.73304
116Nb,41,108007170.15356001
81Mo,42,75398105.103
82Mo,42,76320678.52352
83Mo,42,77246187.94404
84Mo,42,78169875.36456001
85Mo,42,79098027.56508
86Mo,42,80022920.5006
87Mo,42,80951640.71202
88Mo,42,81877333.08104001
89Mo,42,82806498.79326001
90Mo,42,83732835.32268
91Mo,42,84662293.1056
92Mo,42,85589187.45832
93Mo,42,86520683.06574
94Mo,42,87450570.16436
95Mo,42,88382766.47628
96Mo,42,89313177.5628
97Mo,42,90245921.84912
98Mo,42,91176844.68004
99Mo,42,92110484.65056
100Mo,42,93041755.83288
101Mo,42,93975923.00750001
102Mo,42,94907376.19511999
103Mo,42,95841476.83284001
104Mo,42,96773581.51976001
105Mo,42,97708088.58048001
106Mo,42,98640785.47479999
107Mo,42,99575862.60352
108Mo,42,100509152.38224001
109Mo,42,101444736.50086
110Mo,42,102378354.06808
111Mo,42,103314444.1734
112Mo,42,104248415.13912001
113Mo,42,105184774.55964
114Mo,42,106119171.98016
115Mo,42,107055808.40068
116Mo,42,107990680.8212
117Mo,42,108927602.24172
118Mo,42,109862493.66224
119Mo,42,110799704.08276
83Tc,43,77260747.61168
84Tc,43,78185802.03220001
85Tc,43,79109172.45272
86Tc,43,80034932.87324
87Tc,43,80960324.48746
88Tc,43,81887838.33988
89Tc,43,82813607.8886
90Tc,43,83741772.15531999
91Tc,43,84668004.29804
92Tc,43,85596559.34836002
93Tc,43,86523373.04428001
94Tc,43,87454314.9312
95Tc,43,88383946.00342001
96Tc,43,89315639.81764
97Tc,43,90245731.13516
98Tc,43,91178017.45887999
99Tc,43,92108615.9005
100Tc,43,93041416.92052001
101Tc,43,93972587.38444
102Tc,43,94905853.15876
103Tc,43,95837316.25858
104Tc,43,96770915.3146
105Tc,43,97702622.08612001
106Tc,43,98636626.24164
107Tc,43,99569146.62886001
108Tc,43,100503467.86708002
109Tc,43,101436601.96880001
110Tc,43,102371344.33272
111Tc,43,103304848.32964
112Tc,43,104240108.17636001
113Tc,43,105174049.65968001
114Tc,43,106109755.0192
115Tc,43,107044050.06832
116Tc,43,107980107.48884001
117Tc,43,108914725.90935999
118Tc,43,109851052.32988
119Tc,43,110785677.7504
120Tc,43,111722277.17092001
121Tc,43,112657268.59143999
122Tc,43,113594026.01196
85Ru,44,79123859.12036
86Ru,44,80046281.54088
87Ru,44,80971797.9614
88Ru,44,81894626.38192001
89Ru,44,82822122.33844
90Ru,44,83747102.06695999
91Ru,44,84675240.13178
92Ru,44,85600672.856
93Ru,44,86529251.45342
94Ru,44,87455378.67704
95Ru,44,88385998.61856
96Ru,44,89314870.09808001
97Ru,44,90246324.01630001
98Ru,44,91175713.81512
99Ru,44,92107807.40084
100Ru,44,93037699.49816
101Ru,44,93970462.88268
102Ru,44,94900808.6642
103Ru,44,95834142.03292
104Ru,44,96764807.53104001
105Ru,44,97698462.86276
106Ru,44,98629568.24768
107Ru,44,99563523.03860001
108Ru,44,100495218.30872001
109Ru,44,101429635.36084001
110Ru,44,102361795.28036
111Ru,44,103296576.69368
112Ru,44,104229225.24720001
113Ru,44,105164482.41082
114Ru,44,106097623.11404
115Ru,44,107033233.12596
116Ru,44,107966763.61248
117Ru,44,108902836.7645
118Ru,44,109836778.99752
119Ru,44,110773198.41804
120Ru,44,111707063.83856
121Ru,44,112643633.25908001
122Ru,44,113577970.6796
123Ru,44,114514693.10012001
124Ru,44,115449145.52064
125Ru,44,116385895.94116001
88Rh,45,81911637.04956001
89Rh,45,82834301.47008
90Rh,45,83759827.8906
91Rh,45,84684405.31112
92Rh,45,85611463.99044001
93Rh,45,86536945.38066
94Rh,45,87464543.66248
95Rh,45,88390604.7767
96Rh,45,89320751.75772001
97Rh,45,90249336.02894
98Rh,45,91180252.48235999
99Rh,45,92109337.28118001
100Rh,45,93040824.77580002
101Rh,45,93970497.57912001
102Rh,45,94902620.79324
103Rh,45,95832866.50926
104Rh,45,96765432.96748002
105Rh,45,97696035.1419
106Rh,45,98629017.85872
107Rh,45,99560010.91144
108Rh,45,100493337.56436001
109Rh,45,101424863.57688001
110Rh,45,102358528.24
111Rh,45,103290547.15782
112Rh,45,104224614.08284001
113Rh,45,105157072.29806
114Rh,45,106091623.06368
115Rh,45,107024598.2166
116Rh,45,107959585.79732001
117Rh,45,108892918.88243999
118Rh,45,109828422.90496
119Rh,45,110761981.04498
120Rh,45,111697730.50620002
121Rh,45,112631541.92301999
122Rh,45,113567405.34724
123Rh,45,114501591.76776001
124Rh,45,115437560.18828002
125Rh,45,116371977.6088
126Rh,45,117308081.02932
127Rh,45,118242988.44984001
128Rh,45,119180893.87036002
90Pd,46,83771224.55824
91Pd,46,84696306.97876
92Pd,46,85619173.00528002
93Pd,46,86546464.39570001
94Pd,46,87470838.01952
95Pd,46,88398468.49434
96Pd,46,89323745.09416
97Pd,46,90253616.76278001
98Pd,46,91181595.7322
99Pd,46,92112227.95612
100Pd,46,93040692.24344002
101Pd,46,93971966.87956001
102Pd,46,94900990.15708
103Pd,46,95832930.2431
104Pd,46,96762486.20152001
105Pd,46,97694957.52154
106Pd,46,98624961.98616
107Pd,46,99557990.98488
108Pd,46,100488333.52480002
109Pd,46,101421745.35562001
110Pd,46,102352515.03863999
111Pd,46,103286354.16136001
112Pd,46,104217513.11368002
113Pd,46,105151737.7467
114Pd,46,106083332.01232
115Pd,46,107017890.63824001
116Pd,46,107949979.53376001
117Pd,46,108884880.76918001
118Pd,46,109817410.4082
119Pd,46,110752885.58472002
120Pd,46,111685507.36984
121Pd,46,112621098.72796
122Pd,46,113554159.00388
123Pd,46,114489839.524
124Pd,46,115423370.85592
125Pd,46,116359309.27644001
126Pd,46,117292927.69696
127Pd,46,118228995.11748001
128Pd,46,119163344.538
129Pd,46,120101351.95852001
130Pd,46,121038031.37904
131Pd,46,121976493.79956001
92Ag,47,85635872.06692001
93Ag,47,86558522.48744
94Ag,47,87483990.90796
95Ag,47,88408003.32848
96Ag,47,89334905.88020001
97Ag,47,90260007.59582001
98Ag,47,91189339.30324
99Ag,47,92117187.34496
100Ag,47,93047255.96108001
101Ag,47,93975553.6551
102Ag,47,94906135.44212
103Ag,47,95835073.53664
104Ag,47,96766253.87316002
105Ag,47,97695793.59968
106Ag,47,98627416.146
107Ag,47,99557445.94632001
108Ag,47,100489739.96564001
109Ag,47,101420121.42626001
110Ag,47,102352877.65728
111Ag,47,103283613.611
112Ag,47,104216739.43892002
113Ag,47,105147790.43984
114Ag,47,106081380.55796
115Ag,47,107012822.87938
116Ag,47,107946756.91260001
117Ag,47,108878611.75442001
118Ag,47,109812733.98044
119Ag,47,110745136.12156
120Ag,47,111679624.46948002
121Ag,47,112612367.2594
122Ag,47,113547158.07232
123Ag,47,114480189.70694001
124Ag,47,115415022.44436002
125Ag,47,116348226.55657999
126Ag,47,117283570.3646
127Ag,47,118217033.78512001
128Ag,47,119152579.20564002
129Ag,47,120086900.62616
130Ag,47,121024258.04668
131Ag,47,121960921.46720001
132Ag,47,122898852.88772002
133Ag,47,123835685.30824
94Cd,48,87495481.5756
95Cd,48,88420389.99612
96Cd,48,89343336.41664001
97Cd,48,90269666.61106001
98Cd,48,91194258.31828
99Cd,48,92123457.7116
100Cd,48,93050688.34872001
101Cd,48,93980540.58354001
102Cd,48,94908211.45536
103Cd,48,95838713.62618001
104Cd,48,96766890.96800001
105Cd,48,97698019.61532001
106Cd,48,98626715.40664
107Cd,48,99558351.33556001
108Cd,48,100487583.34608002
109Cd,48,101419825.54200001
110Cd,48,102349475.99892
111Cd,48,103282065.83334
112Cd,48,104212237.31776002
113Cd,48,105145262.98928002
114Cd,48,106075785.447
115Cd,48,107009210.00852
116Cd,48,107940076.09944002
117Cd,48,108873864.28956
118Cd,48,109805075.13808
119Cd,48,110739293.95470001
120Cd,48,111670807.62912
121Cd,48,112605185.26844001
122Cd,48,113537140.81276
123Cd,48,114471833.12418
124Cd,48,115404041.9716
125Cd,48,116338887.42422001
126Cd,48,117271473.88044
127Cd,48,118206482.52106
128Cd,48,119139479.57568
129Cd,48,120075089.78190002
130Cd,48,121008588.43032001
131Cd,48,121945988.36244
132Cd,48,122882228.79816
133Cd,48,123820027.97588001
134Cd,48,124756162.3964
135Cd,48,125694391.81692001
96In,49,89360283.08428
97In,49,90282467.50479999
98In,49,91207497.92532
99In,49,92131507.34584
100In,49,93060193.81636
101In,49,93987321.16088
102In,49,94916665.2736
103In,49,95844221.87822
104In,49,96774165.69644
105In,49,97702201.89646
106In,49,98632728.43168
107In,49,99561264.0127
108In,49,100492204.95772
109In,49,101421329.35674
110In,49,102352843.01456
111In,49,103282415.04568002
112In,49,104214311.0638
113In,49,105144428.17702
114In,49,106076719.59484
115In,49,107007247.14616
116In,49,107940027.84148
117In,49,108870828.6751
118In,49,109804037.62972
119In,49,110735061.25094001
120In,49,111668526.27676
121In,49,112599913.51658
122In,49,113533670.854
123In,49,114465307.28571999
124In,49,115399362.64564
125In,49,116331312.21686
126In,49,117265409.25568001
127In,49,118197832.828
128In,49,119132016.72012
129In,49,120064866.05044
130In,49,120999288.50196001
131In,49,121932664.77608
132In,49,122869771.68460001
133In,49,123805966.64352
134In,49,124743211.06404
135In,49,125679598.48456
136In,49,126617147.90508
137In,49,127553828.3256
99Sn,50,92144371.01348001
100Sn,50,93066712.834
101Sn,50,93995049.45152
102Sn,50,94921914.28244
103Sn,50,95851242.69556001
104Sn,50,96778210.33048
105Sn,50,97707993.49159999
106Sn,50,98635471.89732
107Sn,50,99565807.45544001
108Sn,50,100493743.84976
109Sn,50,101424677.72398
110Sn,50,102352960.0142
111Sn,50,103284357.51872002
112Sn,50,104213135.16344
113Sn,50,105144956.17865999
114Sn,50,106074218.67188
115Sn,50,107006238.66880001
116Sn,50,107936240.63672
117Sn,50,108868862.97884
118Sn,50,109799101.97956
119Sn,50,110732183.94528002
120Sn,50,111662645.2844
121Sn,50,112596040.50051999
122Sn,50,113526791.27584
123Sn,50,114460410.65606001
124Sn,50,115391487.96367998
125Sn,50,116325319.8845
126Sn,50,117256692.50732
127Sn,50,118190732.16664001
128Sn,50,119122334.42135999
129Sn,50,120056599.35218
130Sn,50,120988551.83960001
131Sn,50,121922913.57282001
132Sn,50,122855125.70743999
133Sn,50,123792292.47416
134Sn,50,124728226.69708
135Sn,50,125665522.31270002
136Sn,50,126601438.57271999
137Sn,50,127538971.99324
138Sn,50,128475077.41376
139Sn,50,129412779.83428001
140Sn,50,130349172.25479999
102Sb,51,94935250.94268
103Sb,51,95861176.36320001
104Sb,51,96790011.78372
105Sb,51,97716805.01274
106Sb,51,98645841.31036
107Sb,51,99573155.46448001
108Sb,51,100502857.473
109Sb,51,101430545.93142
110Sb,51,102360841.27584
111Sb,51,103288948.37406
112Sb,51,104219680.25188
113Sb,51,105148356.35779999
114Sb,51,106079770.81152001
115Sb,51,107008758.11544001
116Sb,51,107940433.61716
117Sb,51,108870110.17277999
118Sb,51,109802247.6302
119Sb,51,110732262.39732002
120Sb,51,111664814.91204001
121Sb,51,112595126.98716
122Sb,51,113527886.04468
123Sb,51,114458491.4628
124Sb,51,115391589.38332
125Sb,51,116322447.46463999
126Sb,51,117255803.52156
127Sb,51,118186992.45868
128Sb,51,119120555.009
129Sb,51,120052049.58252
130Sb,51,120985887.38424
131Sb,51,121917685.76026
132Sb,51,122851525.99188
133Sb,51,123783731.86219999
134Sb,51,124720130.46612
135Sb,51,125655953.25084
136Sb,51,126592630.79156001
137Sb,51,127528571.39408
138Sb,51,128465504.0814
139Sb,51,129401617.50192
140Sb,51,130338778.92244
141Sb,51,131275035.34296
142Sb,51,132212495.76348001
104Te,52,96799188.58896
105Te,52,97727498.00788
106Te,52,98653583.86320001
107Te,52,99582640.71292001
108Te,52,100509010.14664
109Te,52,101438570.52946
110Te,52,102365550.21448
111Te,52,103295686.6465
112Te,52,104223200.71312
113Te,52,105153915.30024
114Te,52,106081866.76756
115Te,52,107013187.78108001
116Te,52,107941480.8516
117Te,52,108873143.24302
118Te,52,109802042.09264
119Te,52,110734044.41766001
120Te,52,111663358.89568001
121Te,52,112595672.0441
122Te,52,113525395.97772
123Te,52,114458032.39024001
124Te,52,115388173.31976
125Te,52,116321169.76978
126Te,52,117251621.50060001
127Te,52,118184899.28032002
128Te,52,119115680.08303998
129Te,52,120049163.10016
130Te,52,120980309.12188001
131Te,52,121913945.16450001
132Te,52,122845462.08712
133Te,52,123779207.25494
134Te,52,124711104.74416001
135Te,52,125647403.80348001
136Te,52,126582201.4144
137Te,52,127518817.03762
138Te,52,128453918.90224001
139Te,52,129390903.91716002
140Te,52,130326235.65208
141Te,52,131263449.0106
142Te,52,132198990.43112001
143Te,52,133136591.85164002
144Te,52,134072407.27216
145Te,52,135010022.69268
106I,53,98667953.96004
107I,53,99593331.38056001
108I,53,100521510.80108
109I,53,101448102.434
110I,53,102376801.20512
111I,53,103303809.35534
112I,53,104233193.91196
113I,53,105160631.83727999
114I,53,106090606.51820001
115I,53,107018401.75822002
116I,53,107948813.01244001
117I,53,108877289.19386
118I,53,109808250.81088
119I,53,110736938.23120001
120I,53,111668462.90732001
121I,53,112597458.52474
122I,53,113529118.99256
123I,53,114458749.78808
124I,53,115390821.9226
125I,53,116320844.56242
126I,53,117253264.19504
127I,53,118183685.57696
128I,53,119116424.85628
129I,53,120047149.8188
130I,53,120980214.90952
131I,53,121911202.47434
132I,53,122844435.80396001
133I,53,123775776.10718
134I,53,124709084.05980001
135I,53,125640842.43362
136I,53,126576570.48444001
137I,53,127511253.54406
138I,53,128447124.00668001
139I,53,129382127.0472
140I,53,130318485.89772001
141I,53,131253659.55404
142I,53,132190277.35736
143I,53,133125717.51928002
144I,53,134062761.93980002
145I,53,134998434.36032
146I,53,135935478.78084
147I,53,136871423.20136
108Xe,54,100531137.49992001
109Xe,54,101459094.41533999
110Xe,54,102384835.42176001
111Xe,54,103313719.73028001
112Xe,54,104239719.9156
113Xe,54,105169036.74122
114Xe,54,106095648.57624
115Xe,54,107025571.81636001
116Xe,54,107952675.79888001
117Xe,54,108883031.4342
118Xe,54,109810631.80972001
119Xe,54,110741410.49644001
120Xe,54,111669526.65096001
121Xe,54,112600712.19088
122Xe,54,113529332.29920001
123Xe,54,114460933.13682002
124Xe,54,115390008.08584
125Xe,54,116321970.24256
126Xe,54,117251517.31308001
127Xe,54,118183836.92040001
128Xe,54,119113791.37672
129Xe,54,120046449.93804
130Xe,54,120976759.63816
131Xe,54,121909720.63298002
132Xe,54,122840349.33839999
133Xe,54,123773478.83762
134Xe,54,124704490.68264
135Xe,54,125637697.25226001
136Xe,54,126569175.55287999
137Xe,54,127504715.41330001
138Xe,54,128438620.68492001
139Xe,54,129374442.43924002
140Xe,54,130308594.67536
141Xe,54,131244877.92318
142Xe,54,132179339.6974
143Xe,54,133115860.56042002
144Xe,54,134050685.23944
145Xe,54,134987558.31146
146Xe,54,135922590.80008
147Xe,54,136859692.86900002
148Xe,54,137794886.28952
149Xe,54,138732066.71004
150Xe,54,139667523.13056
111Cs,55,103324858.39792001
112Cs,55,104252769.81844
113Cs,55,105178964.83996
114Cs,55,106107537.55408001
115Cs,55,107034050.08000001
116Cs,55,107963195.50052
117Cs,55,108890212.69263999
118Cs,55,109819790.51616001
119Cs,55,110747388.93278001
120Cs,55,111677299.45060001
121Cs,55,112605579.86392
122Cs,55,113536031.54064001
123Cs,55,114464626.75336002
124Cs,55,115395423.45108001
125Cs,55,116324568.8727
126Cs,55,117255802.02592
127Cs,55,118185406.79034
128Cs,55,119117209.14836001
129Cs,55,120047135.96878
130Cs,55,120979229.3638
131Cs,55,121909567.65562
132Cs,55,122841964.63924001
133Cs,55,123772540.49556
134Cs,55,124705214.37188001
135Cs,55,125636017.6849
136Cs,55,126568754.87812
137Cs,55,127500042.07174
138Cs,55,128435194.92136002
139Cs,55,129368874.95418
140Cs,55,130304020.415
141Cs,55,131238086.90212001
142Cs,55,132173543.80064002
143Cs,55,133107876.94446002
144Cs,55,134043775.20148003
145Cs,55,134978486.2366
146Cs,55,135914724.38712
147Cs,55,136849608.78963998
148Cs,55,137786112.01596
149Cs,55,138721237.37768
150Cs,55,139657829.7982
151Cs,55,140593282.21872002
152Cs,55,141529850.63924003
113Ba,56,105190510.9066
114Ba,56,106115807.06612
115Ba,56,107044256.74764001
116Ba,56,107970370.16816
117Ba,56,108898736.90048
118Ba,56,109825507.0092
119Ba,56,110754592.91442001
120Ba,56,111681788.46224001
121Ba,56,112611426.36646
122Ba,56,113539056.37388001
123Ba,56,114469504.45400001
124Ba,56,115397563.74072
125Ba,56,116328478.65284
126Ba,56,117256971.81716001
127Ba,56,118188317.88188002
128Ba,56,119117260.776
129Ba,56,120049063.17302
130Ba,56,120978361.36544001
131Ba,56,121910433.28186002
132Ba,56,122840171.43608
133Ba,56,123772546.9323
134Ba,56,124702644.54212001
135Ba,56,125635238.00054002
136Ba,56,126565695.68096
137Ba,56,127498355.45348
138Ba,56,128429309.156
139Ba,56,129364151.14352001
140Ba,56,130297291.26064
141Ba,56,131232320.76776001
142Ba,56,132165705.10608001
143Ba,56,133101104.26680002
144Ba,56,134034768.43711999
145Ba,56,134970513.49374
146Ba,56,135904657.50596002
147Ba,56,136840753.85078
148Ba,56,137774967.0784
149Ba,56,138711175.46982
150Ba,56,139645610.39084002
151Ba,56,140582022.88636002
152Ba,56,141516853.30688
153Ba,56,142453563.7274
154Ba,56,143388494.14792
116La,57,107984156.8358
117La,57,108909372.25632
118La,57,109837547.67684
119La,57,110763644.09736001
120La,57,111692650.51788001
121La,57,112619438.9384
122La,57,113548591.35892001
123La,57,114475985.77944002
124La,57,115405883.91756001
125La,57,116333877.14548
126La,57,117264157.2642
127La,57,118192728.72912002
128La,57,119123493.51084001
129La,57,120052289.51046
130La,57,120983479.77608001
131La,57,121912831.988
132La,57,122844371.78532001
133La,57,123774095.06514001
134La,57,124705864.90596001
135La,57,125635934.20368001
136La,57,126568034.283
137La,57,127498425.01082
138La,57,128430546.56424001
139La,57,129361331.68846
140La,57,130295736.11428002
141La,57,131228612.4438
142La,57,132163012.43472001
143La,57,133096359.01454002
144La,57,134031174.93516003
145La,57,134964683.37238002
146La,57,135899791.6266
147La,57,136833828.49271998
148La,57,137769292.25044
149La,57,138703275.17946002
150La,57,139638678.04848
151La,57,140573172.9704
152La,57,141508719.97452003
153La,57,142443396.39504
154La,57,143379500.81556
155La,57,144314580.23608
156La,57,145250953.6566
157La,57,146186447.07712
119Ce,58,110774369.76500002
120Ce,58,111699877.18552001
121Ce,58,112628430.60604
122Ce,58,113554740.02656001
123Ce,58,114483794.44708002
124Ce,58,115410702.86760001
125Ce,58,116340414.28812
126Ce,58,117267799.18804
127Ce,58,118198134.51976001
128Ce,58,119126074.03448
129Ce,58,120056814.56830001
130Ce,58,120985173.25872001
131Ce,58,121916381.81734002
132Ce,58,122845115.68816
133Ce,58,123776660.24898
134Ce,58,124705739.67840001
135Ce,58,125637450.36982001
136Ce,58,126567052.22744
137Ce,58,127499136.12546
138Ce,58,128428983.12448001
139Ce,58,129361085.34580001
140Ce,58,130291462.96592
141Ce,58,131225600.23684001
142Ce,58,132157992.49696001
143Ce,58,133092413.11798002
144Ce,58,134025081.6652
145Ce,58,134959940.64952
146Ce,58,135892875.93644002
147Ce,58,136827982.01176003
148Ce,58,137761091.59528
149Ce,58,138696314.20000002
150Ce,58,139629631.35112002
151Ce,58,140564747.25874
152Ce,58,141498458.64216
153Ce,58,142433994.06268
154Ce,58,143368197.4832
155Ce,58,144304141.90372002
156Ce,58,145238584.32424
157Ce,58,146174948.74476
158Ce,58,147109953.16528
159Ce,58,148046591.58580002
121Pr,59,112639116.27368
122Pr,59,113567354.69420001
123Pr,59,114493448.11472
124Pr,59,115421933.53524
125Pr,59,116348495.95576
126Pr,59,117277752.37628001
127Pr,59,118205069.7968
128Pr,59,119134766.21251999
129Pr,59,120062817.51464
130Pr,59,120992909.71336001
131Pr,59,121921278.62798
132Pr,59,122851845.923
133Pr,59,123780629.89952001
134Pr,59,124711533.59264001
135Pr,59,125640619.82695998
136Pr,59,126571709.37108
137Pr,59,127501342.0882
138Pr,59,128432909.13152002
139Pr,59,129362703.45183998
140Pr,59,130294339.98155999
141Pr,59,131224505.77088
142Pr,59,132158228.05020002
143Pr,59,133090440.32112
144Pr,59,134024252.02724
145Pr,59,134956870.73366
146Pr,59,135891317.33668002
147Pr,59,136824040.8272
148Pr,59,137758443.57452
149Pr,59,138691433.75224
150Pr,59,139625666.72876
151Pr,59,140558681.64688
152Pr,59,141493197.365
153Pr,59,142426881.05402002
154Pr,59,143362084.04324
155Pr,59,144296022.40236
156Pr,59,145231482.53468
157Pr,59,146165991.1434
158Pr,59,147101707.83292
159Pr,59,148036712.25344
160Pr,59,148972720.67396
161Pr,59,149907980.09448
124Nd,60,115429816.20288
125Nd,60,116358077.6234
126Nd,60,117284271.04392001
127Nd,60,118213174.46444
128Nd,60,119140117.88496
129Nd,60,120069700.30548
130Nd,60,120996977.958
131Nd,60,121927300.25702
132Nd,60,122855136.59424
133Nd,60,123785724.13156
134Nd,60,124713904.16868
135Nd,60,125644831.0926
136Nd,60,126573339.52192
137Nd,60,127504448.94924
138Nd,60,128433509.83535999
139Nd,60,129365004.18688
140Nd,60,130294257.9712
141Nd,60,131225817.80832
142Nd,60,132155553.37024
143Nd,60,133088995.22286
144Nd,60,134020743.60048
145Nd,60,134954553.7303
146Nd,60,135886553.92012
147Nd,60,136820827.14564002
148Nd,60,137753059.98096
149Nd,60,138687586.60458001
150Nd,60,139619776.30139998
151Nd,60,140554007.16782
152Nd,60,141486294.79184
153Nd,60,142420608.16836
154Nd,60,143353853.05708
155Nd,60,144288642.96400002
156Nd,60,145222218.72552
157Nd,60,146157420.84534
158Nd,60,147091573.94235998
159Nd,60,148027179.15948
160Nd,60,148961672.7496
161Nd,60,149897670.76212
162Nd,60,150832434.18264002
163Nd,60,151768867.60316002
126Pm,61,117297341.71156001
127Pm,61,118223311.13208
128Pm,61,119151880.5526
129Pm,61,120078339.97312
130Pm,61,121007581.39364001
131Pm,61,121934823.81416
132Pm,61,122864378.23468
133Pm,61,123792137.8699
134Pm,61,124722275.72032002
135Pm,61,125650471.40074
136Pm,61,126580857.90156
137Pm,61,127509449.06808001
138Pm,61,128440101.65740001
139Pm,61,129369009.10362
140Pm,61,130299792.18684
141Pm,61,131228975.40886001
142Pm,61,132159850.90448001
143Pm,61,133089525.88409999
144Pm,61,134022564.52732
145Pm,61,134954207.24794
146Pm,61,135887514.49196002
147Pm,61,136819420.97608
148Pm,61,137753091.1746
149Pm,61,138685386.75622
150Pm,61,139619347.92904
151Pm,61,140551053.10726
152Pm,61,141484678.99148
153Pm,61,142416779.5648
154Pm,61,143350655.06812
155Pm,61,144283475.76314
156Pm,61,145217743.02436
157Pm,61,146151106.85708
158Pm,61,147085791.9406
159Pm,61,148019837.83282
160Pm,61,148954991.64124
161Pm,61,149889293.80006
162Pm,61,150824822.85028002
163Pm,61,151759424.2708
164Pm,61,152695539.69132
165Pm,61,153630721.11184
128Sm,62,119160443.22024
129Sm,62,120088785.64076
130Sm,62,121014868.06128001
131Sm,62,121943748.4818
132Sm,62,122870344.90232
133Sm,62,123799793.32284
134Sm,62,124727201.74336
135Sm,62,125657165.51888001
136Sm,62,126584705.9404
137Sm,62,127515019.28502001
138Sm,62,128443007.27864
139Sm,62,129373618.92056
140Sm,62,130302037.31248
141Sm,62,131233053.40100001
142Sm,62,132161499.52812
143Sm,62,133092458.43054
144Sm,62,134021504.02856
145Sm,62,134954312.35358
146Sm,62,135885461.50700003
147Sm,62,136818685.92032003
148Sm,62,137750110.00584
149Sm,62,138683804.27446002
150Sm,62,139615382.94667998
151Sm,62,140549351.8937
152Sm,62,141480659.50872
153Sm,62,142414356.52634
154Sm,62,143345955.11716002
155Sm,62,144279713.57528
156Sm,62,145212038.1524
157Sm,62,146146215.33592
158Sm,62,147079135.25083998
159Sm,62,148013673.34465998
160Sm,62,148947142.13288
161Sm,62,149882197.36760002
162Sm,62,150815984.44892
163Sm,62,151751257.99454004
164Sm,62,152685426.38976002
165Sm,62,153621342.77948
166Sm,62,154555855.2
167Sm,62,155492574.62052
168Sm,62,156427676.04104
130Eu,63,121028524.72892001
131Eu,63,121954114.14944
132Eu,63,122882779.56996
133Eu,63,123809272.99048
134Eu,63,124738236.41100001
135Eu,63,125665406.83151999
136Eu,63,126594825.25204
137Eu,63,127522354.06196001
138Eu,63,128452244.38128002
139Eu,63,129380090.1143
140Eu,63,130309996.31412
141Eu,63,131238550.72734001
142Eu,63,132168661.54316002
143Eu,63,133097223.26458
144Eu,63,134027339.5026
145Eu,63,134956461.24872002
146Eu,63,135888829.28304002
147Eu,63,136819896.36545998
148Eu,63,137752637.60428
149Eu,63,138683987.8748
150Eu,63,139617130.92432
151Eu,63,140548764.29004
152Eu,63,141482022.99956
153Eu,63,142413038.13258
154Eu,63,143346161.32900003
155Eu,63,144277575.46192
156Eu,63,145210805.06724
157Eu,63,146142922.87546
158Eu,63,147076605.64748
159Eu,63,148009326.83069998
160Eu,63,148943370.86452
161Eu,63,149876566.82404
162Eu,63,150811129.57896003
163Eu,63,151744772.80247998
164Eu,63,152679608.5762
165Eu,63,153613605.71862
166Eu,63,154549083.86764002
167Eu,63,155483599.28816
168Eu,63,156419494.70868
169Eu,63,157354597.1292
170Eu,63,158290931.54972002
133Gd,64,123819949.65812
134Gd,64,124745921.07864001
135Gd,64,125674778.49916
136Gd,64,126601419.91968
137Gd,64,127530729.3402
138Gd,64,128457798.76072
139Gd,64,129387306.18124
140Gd,64,130314689.00376
141Gd,64,131244741.15328
